num_chars,num_words,num_special_chars,num_ticks,num_dashes,num_commas,num_pipes,num_equals,num_keywords,num_parens,avg_word_len,label
45,8,16,0,0,1,0,0,0,0,4.5,0.0
19,5,5,0,0,0,0,0,0,0,2.8,0.0
34,6,9,0,0,2,0,0,0,0,4.5,0.0
20,3,4,0,0,0,0,0,0,0,5.333333333333333,0.0
81,12,17,0,0,0,0,0,0,0,5.666666666666667,0.0
83,13,17,0,0,3,0,0,0,0,5.3076923076923075,0.0
79,13,17,0,0,1,0,0,0,0,5.0,0.0
65,10,14,0,0,1,0,0,0,0,5.4,0.0
112,15,21,0,2,1,0,0,0,0,6.4,0.0
49,8,14,0,0,1,0,0,0,0,5.0,0.0
33,6,8,0,0,1,0,0,0,0,4.333333333333333,0.0
68,9,11,0,0,1,0,0,0,0,6.444444444444445,0.0
3,1,1,0,0,0,0,0,0,0,2.0,0.0
71,10,11,0,0,0,0,0,0,0,6.0,0.0
78,11,15,0,0,1,0,0,0,0,6.0,0.0
91,14,17,0,0,2,0,0,0,0,5.428571428571429,0.0
59,9,12,0,0,2,0,0,0,0,5.444444444444445,0.0
119,20,23,0,0,2,0,0,0,0,4.9,0.0
32,5,8,0,0,0,0,0,0,0,5.2,0.0
40,6,9,0,0,0,0,0,0,0,5.5,0.0
112,17,24,0,0,3,0,0,0,0,5.529411764705882,0.0
114,20,27,0,4,2,0,0,0,0,4.65,0.0
58,9,11,0,0,1,0,0,0,0,5.333333333333333,0.0
58,10,16,0,0,1,0,0,0,0,4.7,0.0
112,15,20,0,0,4,0,0,0,0,6.4,0.0
171,22,30,0,2,1,0,0,0,0,6.7272727272727275,0.0
120,19,23,0,0,2,0,0,0,0,5.2631578947368425,0.0
127,17,21,0,0,1,0,0,0,0,6.411764705882353,0.0
83,12,16,0,0,1,0,0,0,0,5.833333333333333,0.0
82,14,20,0,0,1,0,0,0,0,4.785714285714286,0.0
53,11,14,0,0,2,0,0,0,0,3.727272727272727,0.0
144,23,29,0,4,1,0,0,0,0,5.217391304347826,0.0
67,10,13,0,0,0,0,0,0,0,5.6,0.0
52,9,15,0,0,1,0,0,0,0,4.666666666666667,0.0
128,18,20,0,0,1,0,0,0,0,6.055555555555555,0.0
84,14,21,0,0,2,0,0,0,0,4.928571428571429,0.0
157,22,36,0,1,2,0,0,0,0,6.090909090909091,0.0
148,22,32,0,1,2,0,0,0,0,5.681818181818182,0.0
75,13,17,0,0,0,0,0,0,0,4.769230769230769,0.0
37,6,12,0,0,1,0,0,0,0,5.0,0.0
77,10,16,0,1,0,0,0,0,0,6.6,0.0
91,13,15,0,0,1,0,0,0,0,5.923076923076923,0.0
72,10,13,0,0,2,0,0,0,0,6.1,0.0
69,12,23,0,0,2,0,0,0,0,4.666666666666667,0.0
70,10,12,0,0,1,0,0,0,0,5.9,0.0
54,7,12,0,1,1,0,0,0,0,6.571428571428571,0.0
97,15,18,0,0,2,0,0,0,0,5.4,0.0
44,9,15,0,0,1,0,0,0,0,3.7777777777777777,0.0
20,4,5,0,0,0,0,0,0,0,3.75,0.0
15,4,5,0,0,0,0,0,0,0,2.5,0.0
56,11,18,0,0,2,0,0,0,0,4.0,0.0
33,5,6,0,0,0,0,0,0,0,5.4,0.0
83,11,12,0,0,0,0,0,0,0,6.454545454545454,0.0
61,11,14,0,0,1,0,0,0,0,4.454545454545454,0.0
125,15,18,0,0,0,0,0,0,2,7.266666666666667,0.0
41,6,7,0,0,0,0,0,0,0,5.666666666666667,0.0
67,11,13,0,0,1,0,0,0,0,5.0,0.0
142,18,20,0,0,1,0,0,0,0,6.833333333333333,0.0
78,12,14,0,0,1,0,0,0,0,5.416666666666667,0.0
153,24,31,0,0,3,0,0,0,2,5.333333333333333,0.0
148,22,25,0,0,2,0,0,0,0,5.681818181818182,0.0
65,9,11,0,0,0,0,0,0,0,6.111111111111111,0.0
84,13,16,0,0,2,0,0,0,0,5.384615384615385,0.0
136,17,22,0,0,0,0,0,0,0,6.9411764705882355,0.0
90,14,17,0,0,2,0,0,0,0,5.357142857142857,0.0
125,16,18,0,0,1,0,0,0,0,6.75,0.0
65,9,13,0,1,0,0,0,0,0,6.111111111111111,0.0
84,11,14,0,1,1,0,0,0,0,6.545454545454546,0.0
218,31,35,0,0,3,0,0,0,0,6.0,0.0
48,8,10,0,0,1,0,0,0,0,5.0,0.0
100,18,20,0,0,3,0,0,0,0,4.611111111111111,0.0
22,3,4,0,0,0,0,0,0,0,6.0,0.0
71,11,15,0,0,3,0,0,0,0,5.363636363636363,0.0
41,5,6,0,0,0,0,0,0,0,7.0,0.0
138,20,25,0,0,2,0,0,0,0,5.85,0.0
75,10,13,0,0,2,0,0,0,0,6.4,0.0
141,19,24,0,0,2,0,0,0,0,6.368421052631579,0.0
72,12,16,0,0,0,0,0,0,0,4.916666666666667,0.0
66,11,13,0,0,1,0,0,0,0,5.0,0.0
10,2,2,0,0,0,0,0,0,0,4.0,0.0
82,13,15,0,0,1,0,0,0,0,5.3076923076923075,0.0
64,10,13,0,0,1,0,0,0,0,5.4,0.0
123,16,25,0,2,2,0,0,0,0,6.625,0.0
117,15,20,0,0,2,0,0,0,0,6.733333333333333,0.0
132,17,21,0,1,1,0,0,0,0,6.705882352941177,0.0
307,40,47,0,0,0,0,0,0,0,6.65,0.0
177,27,30,0,0,2,0,0,0,0,5.555555555555555,0.0
119,19,28,0,2,2,0,0,0,0,5.2105263157894735,0.0
100,15,18,0,0,2,0,0,0,0,5.6,0.0
68,11,14,0,0,0,0,0,0,2,5.090909090909091,0.0
34,7,8,0,0,1,0,0,0,0,3.857142857142857,0.0
12,4,4,0,0,1,0,0,0,0,2.25,0.0
8,2,2,0,0,0,0,0,0,0,3.0,0.0
187,30,41,0,0,3,0,0,0,0,5.2,0.0
50,7,10,0,0,0,0,0,0,0,6.0,0.0
135,18,24,0,0,1,0,0,0,0,6.444444444444445,0.0
73,11,15,0,2,1,0,0,0,0,5.545454545454546,0.0
90,12,13,0,0,0,0,0,0,0,6.416666666666667,0.0
128,17,19,0,0,0,0,0,0,0,6.470588235294118,0.0
114,16,21,0,0,2,0,0,0,0,6.0625,0.0
34,4,6,0,0,1,0,0,0,0,7.25,0.0
143,17,23,0,0,1,0,0,0,0,7.352941176470588,0.0
90,12,18,0,0,0,0,0,0,0,6.416666666666667,0.0
78,12,18,0,0,1,0,0,0,0,5.416666666666667,0.0
77,13,19,0,0,1,0,0,0,0,4.846153846153846,0.0
62,8,10,0,0,1,0,0,0,0,6.625,0.0
55,9,10,0,0,0,0,0,0,0,5.0,0.0
63,7,9,0,1,0,0,0,0,0,7.857142857142857,0.0
112,16,21,0,0,2,0,0,0,0,5.9375,0.0
45,8,11,0,2,0,0,0,1,0,4.5,0.0
80,13,17,0,3,0,0,0,0,0,5.076923076923077,0.0
63,8,10,0,0,1,0,0,0,0,6.75,0.0
92,12,15,0,1,1,0,0,0,0,6.583333333333333,0.0
98,12,14,0,0,1,0,0,0,0,7.083333333333333,0.0
130,18,22,0,1,1,0,0,0,0,6.166666666666667,0.0
70,8,9,0,0,0,0,0,0,0,7.625,0.0
61,9,10,0,0,0,0,0,0,0,5.666666666666667,0.0
68,12,17,0,0,1,0,0,0,0,4.666666666666667,0.0
105,13,18,0,0,2,0,0,0,0,7.0,0.0
55,7,8,0,0,0,0,0,0,0,6.714285714285714,0.0
81,10,18,0,2,1,0,0,0,0,7.0,0.0
45,8,10,0,0,1,0,0,0,0,4.5,0.0
95,15,18,0,0,2,0,0,0,0,5.266666666666667,0.0
225,32,37,0,0,4,0,0,0,0,6.0,0.0
154,19,25,0,2,1,0,0,0,0,7.052631578947368,0.0
139,18,23,0,1,3,0,0,0,0,6.666666666666667,0.0
385,58,65,0,2,4,0,0,0,0,5.620689655172414,0.0
155,21,24,0,0,2,0,0,0,0,6.333333333333333,0.0
199,27,39,0,0,3,0,0,0,0,6.333333333333333,0.0
139,21,28,0,0,4,0,0,0,0,5.571428571428571,0.0
120,19,25,0,0,1,0,0,0,0,5.2631578947368425,0.0
136,19,20,0,0,0,0,0,0,0,6.105263157894737,0.0
164,23,27,0,0,3,0,0,0,0,6.086956521739131,0.0
64,12,13,0,0,0,0,0,0,0,4.333333333333333,0.0
43,7,9,0,0,1,0,0,0,0,5.142857142857143,0.0
282,43,49,0,0,5,0,0,0,0,5.534883720930233,0.0
48,6,7,0,0,0,0,0,0,0,6.833333333333333,0.0
120,15,18,0,0,0,0,0,0,0,6.933333333333334,0.0
142,22,27,0,0,0,0,0,0,0,5.409090909090909,0.0
107,16,19,0,0,2,0,0,0,0,5.625,0.0
61,8,9,0,0,0,0,0,0,0,6.5,0.0
247,37,45,0,0,1,0,0,0,0,5.648648648648648,0.0
105,16,19,0,0,0,0,0,0,0,5.5,0.0
106,17,18,0,0,0,0,0,0,0,5.176470588235294,0.0
121,19,22,0,0,2,0,0,0,0,5.315789473684211,0.0
85,14,20,0,0,2,0,0,0,0,5.0,0.0
96,13,17,0,0,1,0,0,0,0,6.3076923076923075,0.0
82,12,14,0,0,1,0,0,0,0,5.75,0.0
56,6,7,0,0,0,0,0,0,0,8.166666666666666,0.0
66,8,10,0,1,0,0,0,0,0,7.125,0.0
92,11,14,0,0,0,0,0,0,0,7.2727272727272725,0.0
46,6,8,0,0,1,0,0,0,0,6.5,0.0
90,12,15,0,0,2,0,0,0,0,6.416666666666667,0.0
154,28,36,0,0,4,0,0,0,0,4.464285714285714,0.0
164,22,28,0,0,0,0,0,0,0,6.409090909090909,0.0
183,21,24,0,0,0,0,0,0,0,7.666666666666667,0.0
78,9,10,0,0,0,0,0,0,0,7.555555555555555,0.0
65,9,10,0,0,0,0,0,0,0,6.111111111111111,0.0
208,26,30,0,0,1,0,0,0,0,6.961538461538462,0.0
89,12,14,0,0,1,0,0,0,0,6.333333333333333,0.0
71,11,12,0,0,0,0,0,0,0,5.363636363636363,0.0
180,26,28,0,0,1,0,0,0,0,5.884615384615385,0.0
151,21,25,0,1,2,0,0,0,0,6.142857142857143,0.0
104,14,15,0,0,0,0,0,0,0,6.357142857142857,0.0
114,20,25,0,0,4,0,0,0,0,4.65,0.0
84,12,14,0,0,1,0,0,0,0,5.916666666666667,0.0
133,16,23,0,3,1,0,0,0,0,7.25,0.0
97,12,13,0,0,0,0,0,0,0,7.0,0.0
71,11,14,0,0,2,0,0,0,0,5.363636363636363,0.0
146,19,23,0,0,1,0,0,0,0,6.631578947368421,0.0
130,19,22,0,1,1,0,0,0,0,5.7894736842105265,0.0
127,17,21,0,2,0,0,0,0,0,6.411764705882353,0.0
139,22,27,0,1,1,0,0,0,0,5.2727272727272725,0.0
69,13,16,0,1,1,0,0,0,0,4.230769230769231,0.0
85,16,22,0,0,1,0,0,0,0,4.25,0.0
96,15,19,0,0,0,0,0,0,0,5.333333333333333,0.0
56,8,9,0,0,0,0,0,0,0,5.875,0.0
114,17,20,0,1,1,0,0,0,0,5.647058823529412,0.0
46,8,9,0,0,0,0,0,0,0,4.625,0.0
53,8,11,0,0,0,0,0,0,0,5.5,0.0
115,15,20,0,0,0,0,0,0,0,6.6,0.0
60,8,13,0,0,0,0,0,0,0,6.375,0.0
117,22,25,0,0,1,0,0,0,0,4.2727272727272725,0.0
113,16,22,0,1,0,0,0,0,0,6.0,0.0
82,13,22,0,1,1,0,0,0,0,5.230769230769231,0.0
116,18,19,0,0,0,0,0,0,0,5.388888888888889,0.0
49,8,13,0,1,1,0,0,0,0,5.0,0.0
20,3,3,0,0,0,0,0,0,0,5.666666666666667,0.0
93,14,17,0,1,1,0,0,0,0,5.571428571428571,0.0
110,18,24,0,1,2,0,0,0,0,5.055555555555555,0.0
88,14,19,0,1,0,0,0,0,0,5.214285714285714,0.0
159,22,30,0,1,2,0,0,0,0,6.181818181818182,0.0
75,12,18,0,0,1,0,0,0,0,5.166666666666667,0.0
52,8,9,0,0,0,0,0,0,0,5.375,0.0
54,9,15,0,1,2,0,0,0,0,4.888888888888889,0.0
86,16,25,0,0,3,0,0,0,0,4.3125,0.0
79,13,15,0,0,1,0,0,0,0,5.0,0.0
121,16,17,0,0,0,0,0,0,0,6.5,0.0
126,17,23,0,1,0,0,0,0,0,6.352941176470588,0.0
65,12,15,0,0,0,0,0,0,0,4.333333333333333,0.0
96,13,14,0,0,0,0,0,0,0,6.3076923076923075,0.0
38,6,8,0,0,1,0,0,0,0,5.166666666666667,0.0
96,14,15,0,0,0,0,0,0,0,5.785714285714286,0.0
58,9,10,0,0,0,0,0,0,0,5.333333333333333,0.0
83,14,17,0,0,2,0,0,0,0,4.857142857142857,0.0
77,11,12,0,0,0,0,0,0,0,5.909090909090909,0.0
178,24,26,0,0,1,0,0,0,0,6.375,0.0
68,9,12,0,0,0,0,0,0,0,6.444444444444445,0.0
170,24,35,0,0,1,0,0,0,0,6.041666666666667,0.0
150,23,28,0,0,4,0,0,0,0,5.478260869565218,0.0
105,14,16,0,0,1,0,0,0,0,6.428571428571429,0.0
188,30,39,0,0,4,0,0,0,0,5.233333333333333,0.0
131,21,29,0,0,2,0,0,0,0,5.190476190476191,0.0
81,11,12,0,0,0,0,0,0,0,6.2727272727272725,0.0
65,10,13,0,0,2,0,0,0,0,5.4,0.0
146,18,20,0,0,1,0,0,0,0,7.055555555555555,0.0
70,11,13,0,0,1,0,0,0,0,5.2727272727272725,0.0
82,11,13,0,0,1,0,0,0,0,6.363636363636363,0.0
37,5,6,0,1,0,0,0,0,0,6.4,0.0
37,6,6,0,0,0,0,0,0,0,5.166666666666667,0.0
54,9,12,0,0,2,0,0,0,0,4.888888888888889,0.0
74,10,12,0,0,1,0,0,0,0,6.3,0.0
83,13,16,0,0,2,0,0,0,0,5.3076923076923075,0.0
125,21,28,0,0,2,0,0,0,0,4.904761904761905,0.0
110,17,19,0,0,1,0,0,0,0,5.411764705882353,0.0
103,11,14,0,2,0,0,0,0,0,8.272727272727273,0.0
174,26,31,0,2,1,0,0,0,0,5.653846153846154,0.0
90,14,16,0,0,1,0,0,0,0,5.357142857142857,0.0
108,16,19,0,1,1,0,0,0,0,5.6875,0.0
135,19,23,0,0,3,0,0,0,0,6.052631578947368,0.0
104,15,21,0,0,2,0,0,0,0,5.866666666666666,0.0
124,16,24,0,1,2,0,0,0,0,6.6875,0.0
195,28,33,0,0,2,0,0,0,0,5.928571428571429,0.0
97,13,19,0,1,0,0,0,0,0,6.384615384615385,0.0
131,19,22,0,0,2,0,0,0,0,5.842105263157895,0.0
309,47,56,0,0,5,0,0,0,0,5.553191489361702,0.0
75,11,15,0,0,1,0,0,0,0,5.7272727272727275,0.0
160,22,26,0,0,3,0,0,0,0,6.2272727272727275,0.0
118,19,29,0,0,3,0,0,0,0,5.157894736842105,0.0
289,48,68,0,2,11,0,0,0,0,5.0,0.0
37,6,8,0,0,1,0,0,0,0,5.0,0.0
144,21,28,0,0,4,0,0,1,0,5.809523809523809,0.0
154,19,31,0,3,0,0,0,0,2,7.052631578947368,0.0
158,25,37,0,0,1,0,0,0,0,5.28,0.0
138,21,27,0,0,3,0,0,0,1,5.571428571428571,0.0
59,7,10,0,0,1,0,0,0,1,7.285714285714286,0.0
83,11,15,0,0,0,0,0,0,0,6.454545454545454,0.0
116,14,16,0,0,1,0,0,0,0,7.214285714285714,0.0
84,15,19,0,0,1,0,0,0,0,4.533333333333333,0.0
61,10,14,0,0,1,0,0,0,0,5.0,0.0
82,13,21,0,0,1,0,0,0,0,5.230769230769231,0.0
119,23,35,0,0,5,0,0,0,0,4.130434782608695,0.0
168,24,27,0,2,0,0,0,0,0,5.958333333333333,0.0
205,32,35,0,0,2,0,0,0,0,5.375,0.0
72,9,10,0,0,0,0,0,0,0,6.888888888888889,0.0
43,7,8,0,0,0,0,0,0,0,5.0,0.0
123,17,21,0,1,0,0,0,0,0,6.176470588235294,0.0
121,16,18,0,0,1,0,0,0,0,6.5,0.0
138,18,27,0,0,0,0,0,0,0,6.611111111111111,0.0
111,17,27,0,0,1,0,0,0,0,5.470588235294118,0.0
53,7,9,0,0,1,0,0,0,0,6.428571428571429,0.0
157,22,24,0,1,0,0,0,0,0,6.090909090909091,0.0
159,23,27,0,0,3,0,0,0,0,5.869565217391305,0.0
228,33,36,0,0,2,0,0,0,0,5.878787878787879,0.0
175,22,25,0,2,0,0,0,0,0,6.909090909090909,0.0
126,20,25,0,0,2,0,0,0,0,5.25,0.0
83,12,13,0,0,0,0,0,0,0,5.833333333333333,0.0
180,26,37,0,0,2,0,0,0,0,5.884615384615385,0.0
152,19,26,0,0,2,0,0,0,0,6.947368421052632,0.0
88,13,16,0,0,2,0,0,0,0,5.6923076923076925,0.0
84,13,14,0,0,0,0,0,0,0,5.384615384615385,0.0
176,25,30,0,0,0,0,0,0,0,6.0,0.0
69,9,10,0,0,0,0,0,0,0,6.555555555555555,0.0
129,19,20,0,0,0,0,0,1,0,5.7368421052631575,0.0
90,10,11,0,0,0,0,0,0,0,7.9,0.0
173,25,36,0,0,2,0,0,0,0,5.88,0.0
44,5,6,0,0,0,0,0,0,0,7.6,0.0
52,8,11,0,0,0,0,0,0,0,5.375,0.0
97,14,16,0,0,1,0,0,0,0,5.857142857142857,0.0
89,10,15,0,2,0,0,0,0,2,7.8,0.0
177,26,39,0,4,1,0,0,0,0,5.769230769230769,0.0
158,31,40,0,0,4,0,0,0,0,4.064516129032258,0.0
47,7,8,0,0,0,0,0,0,0,5.571428571428571,0.0
30,5,6,0,0,0,0,0,0,0,5.0,0.0
13,4,4,0,0,0,0,0,0,0,2.5,0.0
58,10,11,0,0,0,0,0,0,0,4.8,0.0
52,13,16,0,0,1,0,0,0,0,3.076923076923077,0.0
34,7,9,0,0,1,0,0,0,0,3.7142857142857144,0.0
36,6,7,0,0,0,0,0,0,0,5.0,0.0
47,8,9,0,0,1,0,0,0,0,4.875,0.0
128,19,27,0,0,3,0,0,1,0,5.684210526315789,0.0
47,8,10,0,0,0,0,0,0,0,4.75,0.0
97,16,21,0,0,2,0,0,0,0,5.0625,0.0
43,7,8,0,0,0,0,0,1,0,5.142857142857143,0.0
48,8,9,0,0,1,0,0,0,0,5.0,0.0
87,10,13,0,0,0,0,0,0,0,7.6,0.0
60,8,9,0,0,0,0,0,0,0,6.375,0.0
108,17,19,0,0,2,0,0,0,0,5.352941176470588,0.0
15,5,5,0,0,0,0,0,0,0,2.2,0.0
165,22,32,0,1,2,0,0,0,0,6.454545454545454,0.0
216,29,38,0,0,2,0,0,0,0,6.413793103448276,0.0
191,29,40,0,1,3,0,0,0,0,5.551724137931035,0.0
168,23,33,0,0,1,0,0,0,0,6.260869565217392,0.0
81,15,22,0,0,2,0,0,0,0,4.333333333333333,0.0
213,31,44,0,0,2,0,0,0,0,5.838709677419355,0.0
149,20,25,0,0,0,0,0,0,0,6.4,0.0
136,17,18,0,0,0,0,0,0,0,6.9411764705882355,0.0
188,26,34,0,1,2,0,0,0,0,6.1923076923076925,0.0
74,12,16,0,0,1,0,0,0,0,5.083333333333333,0.0
105,14,21,0,0,0,0,0,0,0,6.428571428571429,0.0
69,10,14,0,0,1,0,0,1,0,5.8,0.0
137,22,29,0,0,2,0,0,0,0,5.181818181818182,0.0
96,15,22,0,0,2,0,0,0,0,5.333333333333333,0.0
159,22,26,0,2,1,0,0,0,0,6.181818181818182,0.0
272,42,50,0,0,3,0,0,0,0,5.4523809523809526,0.0
250,41,52,0,0,6,0,0,0,0,5.073170731707317,0.0
220,28,36,0,3,1,0,0,0,0,6.821428571428571,0.0
127,19,27,0,0,1,0,0,0,0,5.631578947368421,0.0
134,22,29,0,3,2,0,0,0,0,5.090909090909091,0.0
13,3,4,0,0,0,0,0,0,0,3.3333333333333335,0.0
66,9,11,0,2,0,0,0,0,0,6.333333333333333,0.0
91,14,22,0,0,1,0,0,0,1,5.571428571428571,0.0
11,3,5,0,0,0,0,0,0,2,3.0,0.0
53,7,10,0,0,1,0,0,0,1,6.571428571428571,0.0
121,17,20,0,0,0,0,0,0,0,6.0588235294117645,0.0
55,6,7,0,0,0,0,0,0,0,8.0,0.0
29,4,5,0,0,0,0,0,0,0,6.0,0.0
92,14,20,0,0,1,0,0,0,0,5.5,0.0
58,10,14,0,1,0,0,0,0,2,4.7,0.0
93,13,15,0,0,1,0,0,0,0,6.076923076923077,0.0
184,27,33,0,0,0,0,0,0,0,5.777777777777778,0.0
113,16,19,0,0,2,0,0,0,0,6.0,0.0
112,15,21,0,0,3,0,0,0,0,6.4,0.0
168,25,30,0,0,2,0,0,0,0,5.68,0.0
164,22,25,0,2,0,0,0,0,0,6.409090909090909,0.0
223,31,39,0,2,3,0,0,0,0,6.161290322580645,0.0
152,23,27,0,0,3,0,0,0,0,5.565217391304348,0.0
140,21,28,0,0,2,0,0,0,0,5.619047619047619,0.0
120,20,22,0,1,0,0,0,0,0,4.95,0.0
116,16,20,0,0,0,0,0,0,0,6.1875,0.0
107,15,16,0,0,0,0,0,0,0,6.066666666666666,0.0
117,16,18,0,0,1,0,0,1,0,6.25,0.0
152,22,27,0,0,2,0,0,0,0,5.863636363636363,0.0
213,30,31,0,0,0,0,0,0,0,6.066666666666666,0.0
117,20,24,0,0,2,0,0,0,0,4.8,0.0
103,16,17,0,0,0,0,0,0,0,5.375,0.0
124,17,20,0,0,0,0,0,0,0,6.235294117647059,0.0
165,26,37,0,0,2,0,0,0,0,5.3076923076923075,0.0
128,19,22,0,0,2,0,0,0,0,5.684210526315789,0.0
59,8,9,0,0,0,0,0,0,0,6.25,0.0
47,6,9,0,0,0,0,0,0,0,6.666666666666667,0.0
96,16,23,0,0,1,0,0,0,0,4.9375,0.0
77,13,17,0,0,2,0,0,0,0,4.923076923076923,0.0
62,11,12,0,0,0,0,0,0,0,4.636363636363637,0.0
76,13,17,0,0,0,0,0,1,0,4.769230769230769,0.0
114,14,15,0,0,0,0,0,0,0,7.071428571428571,0.0
121,19,26,0,0,2,0,0,0,0,5.315789473684211,0.0
30,4,5,0,0,0,0,0,0,0,6.25,0.0
91,15,22,0,0,2,0,0,0,0,5.0,0.0
164,25,28,0,0,0,0,0,0,0,5.52,0.0
134,22,28,0,0,3,0,0,0,0,5.045454545454546,0.0
114,14,19,0,4,0,0,0,0,0,7.071428571428571,0.0
87,12,15,0,1,1,0,0,0,0,6.166666666666667,0.0
81,11,13,0,0,1,0,0,0,0,6.2727272727272725,0.0
192,26,35,0,0,3,0,0,0,0,6.346153846153846,0.0
127,18,24,0,0,1,0,0,0,0,6.0,0.0
107,17,18,0,0,0,0,0,0,0,5.235294117647059,0.0
113,15,17,0,0,1,0,0,0,0,6.466666666666667,0.0
69,8,9,0,0,0,0,0,0,0,7.5,0.0
57,9,12,0,0,2,0,0,0,0,5.222222222222222,0.0
53,8,14,0,0,1,0,0,0,0,5.5,0.0
235,36,47,0,1,3,0,0,0,0,5.5,0.0
13,3,5,0,0,1,0,0,0,0,3.0,0.0
70,11,12,0,0,0,0,0,0,0,5.2727272727272725,0.0
122,15,23,0,2,1,0,0,0,0,7.066666666666666,0.0
131,19,26,0,0,3,0,0,0,0,5.894736842105263,0.0
48,7,8,0,0,0,0,0,0,0,5.714285714285714,0.0
87,15,22,0,0,2,0,0,0,0,4.733333333333333,0.0
73,10,14,0,1,0,0,0,0,0,6.2,0.0
70,12,19,0,1,1,0,0,0,0,4.75,0.0
2,1,1,0,0,0,0,0,0,0,1.0,0.0
141,18,22,0,0,1,0,0,0,0,6.777777777777778,0.0
92,15,18,0,0,0,0,0,0,0,5.066666666666666,0.0
30,5,6,0,0,0,0,0,0,0,4.8,0.0
77,11,17,0,0,1,0,0,0,0,5.909090909090909,0.0
95,12,15,0,0,0,0,0,0,0,6.833333333333333,0.0
84,14,20,0,0,3,0,0,0,0,4.928571428571429,0.0
70,10,16,0,0,1,0,0,0,0,5.9,0.0
116,15,16,0,0,0,0,0,0,0,6.666666666666667,0.0
105,12,15,0,0,0,0,0,0,0,7.666666666666667,0.0
106,12,13,0,0,0,0,0,0,0,7.75,0.0
73,11,14,0,0,0,0,0,0,0,5.545454545454546,0.0
192,27,30,0,0,2,0,0,0,0,6.074074074074074,0.0
46,8,10,0,0,1,0,0,0,0,4.625,0.0
66,8,11,0,2,0,0,0,0,0,7.125,0.0
121,16,18,0,0,0,0,0,0,0,6.5,0.0
55,8,10,0,1,0,0,0,0,0,5.75,0.0
82,11,14,0,1,1,0,0,0,0,6.363636363636363,0.0
77,11,13,0,0,1,0,0,0,0,5.909090909090909,0.0
55,9,11,0,0,1,0,0,0,0,5.0,0.0
60,9,11,0,0,1,0,0,0,0,5.555555555555555,0.0
39,5,6,0,0,0,0,0,0,0,6.6,0.0
59,8,10,0,0,1,0,0,0,0,6.25,0.0
35,6,8,0,0,1,0,0,0,0,4.666666666666667,0.0
42,6,7,0,0,0,0,0,0,0,5.833333333333333,0.0
291,43,51,0,0,2,0,0,0,0,5.767441860465116,0.0
51,6,8,0,1,0,0,0,0,0,7.333333333333333,0.0
42,7,10,0,0,0,0,0,0,0,4.857142857142857,0.0
95,15,20,0,1,1,0,0,0,0,5.266666666666667,0.0
115,17,29,0,0,1,0,0,0,0,5.705882352941177,0.0
136,21,26,0,1,1,0,0,0,0,5.428571428571429,0.0
68,11,13,0,0,1,0,0,0,0,5.090909090909091,0.0
67,10,15,0,0,1,0,0,0,0,5.6,0.0
18,4,5,0,0,0,0,0,0,0,3.25,0.0
54,8,10,0,0,1,0,0,1,0,5.625,0.0
97,15,21,0,2,1,0,0,0,0,5.4,0.0
58,10,12,0,0,1,0,0,0,0,4.7,0.0
165,27,39,0,0,3,0,0,0,0,5.074074074074074,0.0
180,27,33,0,0,4,0,0,0,0,5.62962962962963,0.0
129,19,24,0,0,2,0,0,0,0,5.7368421052631575,0.0
44,6,9,0,0,0,0,0,0,0,6.166666666666667,0.0
118,14,16,0,0,1,0,0,0,0,7.357142857142857,0.0
149,20,25,0,1,3,0,0,0,0,6.4,0.0
100,14,19,0,0,0,0,0,0,0,6.071428571428571,0.0
118,19,24,0,0,2,0,0,0,0,5.157894736842105,0.0
27,5,8,0,0,0,0,0,0,0,4.2,0.0
93,15,18,0,0,2,0,0,0,0,5.133333333333334,0.0
144,20,27,0,0,4,0,0,0,0,6.15,0.0
72,11,16,0,0,2,0,0,0,0,5.454545454545454,0.0
15,2,3,0,0,0,0,0,0,0,6.0,0.0
42,8,10,0,0,1,0,0,0,0,4.125,0.0
90,11,12,0,0,0,0,0,0,0,7.090909090909091,0.0
92,16,19,0,0,2,0,0,0,0,4.6875,0.0
94,16,22,0,0,2,0,0,0,0,4.8125,0.0
99,14,15,0,0,0,0,0,0,0,6.0,0.0
92,15,18,0,1,1,0,0,0,0,5.066666666666666,0.0
46,10,16,0,0,1,0,0,0,0,3.5,0.0
26,4,7,0,0,0,0,0,0,0,5.25,0.0
40,8,13,0,0,1,0,0,0,0,4.0,0.0
29,5,9,0,0,1,0,0,0,0,4.6,0.0
59,7,8,0,0,0,0,0,0,0,7.285714285714286,0.0
132,22,25,0,0,1,0,0,0,0,4.954545454545454,0.0
113,18,25,0,0,2,0,0,1,0,5.222222222222222,0.0
140,20,26,0,2,1,0,0,0,0,5.95,0.0
60,7,9,0,0,1,0,0,0,0,7.428571428571429,0.0
93,15,22,0,0,2,0,0,0,0,5.133333333333334,0.0
92,15,20,0,0,2,0,0,0,0,5.066666666666666,0.0
67,9,11,0,0,1,0,0,0,0,6.333333333333333,0.0
194,29,34,0,1,1,0,0,0,0,5.655172413793103,0.0
123,19,25,0,0,1,0,0,0,0,5.421052631578948,0.0
102,16,23,0,0,2,0,0,0,0,5.3125,0.0
103,13,17,0,0,2,0,0,0,0,6.846153846153846,0.0
136,24,36,0,0,5,0,0,0,0,4.625,0.0
114,18,25,0,0,2,0,0,0,0,5.277777777777778,0.0
177,27,36,0,0,4,0,0,0,0,5.518518518518518,0.0
